reference	reference_length	protid	sequence.length	TM_v_query	organism.scientificName	organism.commonName	organism.lineage	proportion_of_reference
P04080	98	A0A3Q4I7F8	99	0.9666	Neolamprologus brichardi	Fairy cichlid	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Lamprologini', 'Neolamprologus']	1.010204081632653
P04080	98	A0A3Q4IE82	101	0.9703	Neolamprologus brichardi	Fairy cichlid	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Lamprologini', 'Neolamprologus']	1.030612244897959
P04080	98	A0A3Q7NC31	98	0.9932	Callorhinus ursinus	Northern fur seal	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Otariidae', 'Callorhinus']	1
P04080	98	A0A3Q7S629	98	0.9926	Callorhinus ursinus	Northern fur seal	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Otariidae', 'Callorhinus']	1
P04080	98	A0A3S2LQ65	103	0.9427	Oryzias javanicus	Javanese ricefish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Beloniformes', 'Adrianichthyidae', 'Oryziinae', 'Oryzias']	1.0510204081632653
P04080	98	A0A3S2MGE0	116	0.9678	Oryzias javanicus	Javanese ricefish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Beloniformes', 'Adrianichthyidae', 'Oryziinae', 'Oryzias']	1.183673469387755
P04080	98	A0A3S2NTC1	98	0.9216	Oryzias javanicus	Javanese ricefish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Beloniformes', 'Adrianichthyidae', 'Oryziinae', 'Oryzias']	1
P04080	98	A0A401NGZ0	97	0.9531	Scyliorhinus torazame	Cloudy catshark	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Galeomorphii', 'Galeoidea', 'Carcharhiniformes', 'Scyliorhinidae', 'Scyliorhinus']	0.9897959183673469
P04080	98	A0A401SSB7	101	0.9587	Chiloscyllium punctatum	Brownbanded bambooshark	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Galeomorphii', 'Galeoidea', 'Orectolobiformes', 'Hemiscylliidae', 'Chiloscyllium']	1.030612244897959
P04080	98	A0A443SN27	98	0.9288	Leptotrombidium deliense	NA	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Chelicerata', 'Arachnida', 'Acari', 'Acariformes', 'Trombidiformes', 'Prostigmata', 'Anystina', 'Parasitengona', 'Trombiculoidea', 'Trombiculidae', 'Leptotrombidium']	1
P04080	98	A0A444TZ14	77	0.9596	Acipenser ruthenus	Sterlet sturgeon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Chondrostei', 'Acipenseriformes', 'Acipenseridae', 'Acipenser']	0.7857142857142857
P04080	98	A0A452FTU5	101	0.983	Capra hircus	Goat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Capra']	1.030612244897959
P04080	98	A0A484C6R9	110	0.9392	Perca flavescens	American yellow perch	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Percoidei', 'Percidae', 'Percinae', 'Perca']	1.1224489795918366
P04080	98	A0A484D439	97	0.961	Perca flavescens	American yellow perch	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Percoidei', 'Percidae', 'Percinae', 'Perca']	0.9897959183673469
P04080	98	A0A498LZL6	100	0.9687	Labeo rohita	Indian major carp	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Labeoninae', 'Labeonini', 'Labeo']	1.0204081632653061
P04080	98	A0A498NRV1	100	0.9676	Labeo rohita	Indian major carp	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Labeoninae', 'Labeonini', 'Labeo']	1.0204081632653061
P04080	98	A0A498NUS5	87	0.9697	Labeo rohita	Indian major carp	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Labeoninae', 'Labeonini', 'Labeo']	0.8877551020408163
P04080	98	A0A4D9CRW8	104	0.9337	Nannochloropsis salina CCMP1776	NA	['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Eustigmatophyceae', 'Eustigmatales', 'Monodopsidaceae', 'Microchloropsis', 'Microchloropsis salina']	1.0612244897959184
P04080	98	A0A4D9DUL3	103	0.9567	Platysternon megacephalum	big-headed turtle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Platysternidae', 'Platysternon']	1.0510204081632653
P04080	98	A0A4U1EZ61	94	0.9142	Monodon monoceros	Narwhal	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Monodontidae', 'Monodon']	0.9591836734693877
P04080	98	A0A4W2F1R0	184	0.8865	Bos indicus x Bos taurus	Hybrid cattle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Bos']	1.8775510204081634
P04080	98	A0A4W2F1T6	100	0.8778	Bos indicus x Bos taurus	Hybrid cattle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Bos']	1.0204081632653061
P04080	98	A0A4W2GFY3	247	0.9883	Bos indicus x Bos taurus	Hybrid cattle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Bos']	2.520408163265306
P04080	98	A0A4W2I809	243	0.9873	Bos indicus x Bos taurus	Hybrid cattle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Bos']	2.479591836734694
P04080	98	A0A4W6DL72	108	0.9347	Lates calcarifer	Barramundi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangaria incertae sedis', 'Centropomidae', 'Lates']	1.1020408163265305
P04080	98	A0A4W6DL93	100	0.975	Lates calcarifer	Barramundi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangaria incertae sedis', 'Centropomidae', 'Lates']	1.0204081632653061
P04080	98	A0A4W6E496	108	0.9658	Lates calcarifer	Barramundi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangaria incertae sedis', 'Centropomidae', 'Lates']	1.1020408163265305
P04080	98	A0A4W6E718	105	0.9772	Lates calcarifer	Barramundi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangaria incertae sedis', 'Centropomidae', 'Lates']	1.0714285714285714
P04080	98	A0A4W6FZI7	143	0.8543	Lates calcarifer	Barramundi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangaria incertae sedis', 'Centropomidae', 'Lates']	1.4591836734693877
P04080	98	A0A4X2KDY3	131	0.9849	Vombatus ursinus	Common wombat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Metatheria', 'Diprotodontia', 'Vombatidae', 'Vombatus']	1.336734693877551
P04080	98	A0A4Y2HAZ9	103	0.9142	Araneus ventricosus	Orbweaver spider	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Chelicerata', 'Arachnida', 'Araneae', 'Araneomorphae', 'Entelegynae', 'Araneoidea', 'Araneidae', 'Araneus']	1.0510204081632653
P04080	98	A0A4Z2JFR7	103	0.9707	Liparis tanakae	Tanaka's snailfish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Cottales', 'Liparidae', 'Liparis']	1.0510204081632653
P04080	98	A0A553MVR9	101	0.9695	Danionella translucida	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Danionidae', 'Danioninae', 'Danionella']	1.030612244897959
P04080	98	A0A553NQ92	95	0.9619	Tigriopus californicus	Marine copepod	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Harpacticoida', 'Harpacticidae', 'Tigriopus']	0.9693877551020408
P04080	98	A0A553QLD9	100	0.9666	Danionella translucida	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Danionidae', 'Danioninae', 'Danionella']	1.0204081632653061
P04080	98	A0A553QPR6	100	0.9674	Danionella translucida	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Danionidae', 'Danioninae', 'Danionella']	1.0204081632653061
P04080	98	A0A556TWG8	100	0.9672	Bagarius yarrelli	Goonch	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Sisoridae', 'Sisorinae', 'Bagarius']	1.0204081632653061
P04080	98	A0A556TWI1	101	0.9732	Bagarius yarrelli	Goonch	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Sisoridae', 'Sisorinae', 'Bagarius']	1.030612244897959
P04080	98	A0A556TWJ4	102	0.9758	Bagarius yarrelli	Goonch	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Sisoridae', 'Sisorinae', 'Bagarius']	1.0408163265306123
P04080	98	A0A5A9N842	145	0.8914	Triplophysa tibetana	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Nemacheilidae', 'Triplophysa']	1.4795918367346939
P04080	98	A0A5A9P5J3	101	0.9698	Triplophysa tibetana	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Nemacheilidae', 'Triplophysa']	1.030612244897959
P04080	98	A0A5B8MHR6	96	0.9295	Chloropicon primus	NA	['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Chloropicophyceae', 'Chloropicales', 'Chloropicaceae', 'Chloropicon']	0.9795918367346939
P04080	98	A0A5C6NU11	101	0.9677	Takifugu flavidus	sansaifugu	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Tetraodontiformes', 'Tetradontoidea', 'Tetraodontidae', 'Takifugu']	1.030612244897959
P04080	98	A0A5C6NYG8	101	0.971	Takifugu flavidus	sansaifugu	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Tetraodontiformes', 'Tetradontoidea', 'Tetraodontidae', 'Takifugu']	1.030612244897959
P04080	98	A0A5F8GK91	98	0.9788	Monodelphis domestica	Gray short-tailed opossum	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Metatheria', 'Didelphimorphia', 'Didelphidae', 'Monodelphis']	1
P04080	98	A0A5F8GP71	98	0.9724	Monodelphis domestica	Gray short-tailed opossum	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Metatheria', 'Didelphimorphia', 'Didelphidae', 'Monodelphis']	1
P04080	98	A0A5F8HKH0	99	0.9551	Monodelphis domestica	Gray short-tailed opossum	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Metatheria', 'Didelphimorphia', 'Didelphidae', 'Monodelphis']	1.010204081632653
P04080	98	A0A5N3VCJ4	95	0.9852	Muntiacus reevesi	Reeves' muntjac	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Cervidae', 'Muntiacinae', 'Muntiacus']	0.9693877551020408
P04080	98	A0A5N3VYL6	88	0.9061	Muntiacus reevesi	Reeves' muntjac	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Cervidae', 'Muntiacinae', 'Muntiacus']	0.8979591836734694
P04080	98	A0A5N3WIX4	76	0.9863	Muntiacus muntjak	Barking deer	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Cervidae', 'Muntiacinae', 'Muntiacus']	0.7755102040816326
P04080	98	A0A5N3WXB6	76	0.9878	Muntiacus muntjak	Barking deer	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Cervidae', 'Muntiacinae', 'Muntiacus']	0.7755102040816326
P04080	98	A0A5N3XJ00	76	0.9859	Muntiacus reevesi	Reeves' muntjac	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Cervidae', 'Muntiacinae', 'Muntiacus']	0.7755102040816326
P04080	98	A0A5N4EGM8	98	0.9928	Camelus dromedarius	Dromedary	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Tylopoda', 'Camelidae', 'Camelus']	1
P04080	98	A0A5N5JSQ5	105	0.9719	Pangasianodon hypophthalmus	Striped catfish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Pangasiidae', 'Pangasianodon']	1.0714285714285714
P04080	98	A0A5N5KS33	125	0.9689	Pangasianodon hypophthalmus	Striped catfish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Pangasiidae', 'Pangasianodon']	1.2755102040816326
P04080	98	A0A663DCY7	98	0.9975	Pan troglodytes	Chimpanzee	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Hominidae', 'Pan']	1
P04080	98	A0A665V9T1	128	0.9571	Echeneis naucrates	Live sharksucker	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangiformes', 'Echeneidae', 'Echeneis']	1.3061224489795917
P04080	98	A0A668R9G0	98	0.9592	Oreochromis aureus	Israeli tilapia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	1
P04080	98	A0A668RBA7	101	0.9616	Oreochromis aureus	Israeli tilapia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	1.030612244897959
P04080	98	A0A668RKS8	121	0.867	Oreochromis aureus	Israeli tilapia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	1.2346938775510203
P04080	98	A0A669CGK0	99	0.9709	Oreochromis niloticus	Nile tilapia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	1.010204081632653
P04080	98	A0A669CGX7	97	0.9647	Oreochromis niloticus	Nile tilapia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	0.9897959183673469
P04080	98	A0A669DCZ7	100	0.9524	Oreochromis niloticus	Nile tilapia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	1.0204081632653061
P04080	98	A0A669DDE5	123	0.9712	Oreochromis niloticus	Nile tilapia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	1.2551020408163265
P04080	98	A0A669DSK4	123	0.9665	Oreochromis niloticus	Nile tilapia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	1.2551020408163265
P04080	98	A0A669E4V0	99	0.9691	Oreochromis niloticus	Nile tilapia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	1.010204081632653
P04080	98	A0A669EN90	97	0.9669	Oreochromis niloticus	Nile tilapia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis']	0.9897959183673469
P04080	98	A0A670JUB5	119	0.9164	Podarcis muralis	Wall lizard	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Podarcis']	1.2142857142857142
P04080	98	A0A670JXH4	98	0.9581	Podarcis muralis	Wall lizard	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Podarcis']	1
P04080	98	A0A671L752	100	0.9702	Sinocyclocheilus anshuiensis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	1.0204081632653061
P04080	98	A0A671QT78	100	0.9683	Sinocyclocheilus anshuiensis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	1.0204081632653061
P04080	98	A0A671RIM1	100	0.9727	Sinocyclocheilus anshuiensis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	1.0204081632653061
P04080	98	A0A671T8H3	100	0.9705	Sinocyclocheilus anshuiensis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	1.0204081632653061
P04080	98	A0A671W5S8	123	0.8867	Sparus aurata	Gilthead sea bream	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Spariformes', 'Sparidae', 'Sparus']	1.2551020408163265
P04080	98	A0A671W6Y4	132	0.9592	Sparus aurata	Gilthead sea bream	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Spariformes', 'Sparidae', 'Sparus']	1.346938775510204
P04080	98	A0A671W6Z8	138	0.9667	Sparus aurata	Gilthead sea bream	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Spariformes', 'Sparidae', 'Sparus']	1.4081632653061225
